,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,ram_used,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
0,lfw/Alex_Penelas/Alex_Penelas_0001.jpg,lfw/Alex_Penelas/Alex_Penelas_0002.jpg,True,True,0.22968718235835195,0.2296871824,106.31057667732239,91.32110404968262,14.98947262763977,0,0,1985.8300000000,2308.0400000000,1662.0190000000,23.2200000000,21.7560000000,9.7940000000,23.3530000000,22.4780000000,10.1470000000,26.2770000000,19.3940000000,29.7310000000,23.1940000000,21.2780000000,145.4670000000,48519.6029999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,76623.4980000000,0.3630000000,0.3240000000,985.3440000000,743.8090000000,21678.2310000000,21608.5250000000,0.0070000000,54945.2580000000,86428462,86427438,29220,29220,84827305,84827305,84827305,84827305,0,0,1601157,1600133,0.2296871824,0.2296871824
1,lfw/Alex_Penelas/Alex_Penelas_0001.jpg,lfw/Peter_Hunt/Peter_Hunt_0001.jpg,False,False,0.8583969707862407,0.8583969708,106.02250409126282,91.12352252006531,14.89898157119751,0,0,1981.3360000000,2301.6830000000,1614.0840000000,27.4570000000,22.8010000000,7.6460000000,20.8900000000,21.2020000000,9.5330000000,24.1530000000,21.0010000000,28.5460000000,23.2000000000,20.3230000000,137.8510000000,48252.8670000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,76444.8200000000,0.3200000000,0.3180000000,895.2840000000,727.1340000000,21842.7120000000,21769.6840000000,0.0080000000,54602.0960000000,86428462,86427438,29220,29220,84827305,84827305,84827296,84827305,0,0,1601157,1600133,0.8583969708,0.8583969708
0,lfw/Alex_Sink/Alex_Sink_0001.jpg,lfw/Alex_Sink/Alex_Sink_0002.jpg,True,True,0.4799798049861965,0.479979805,106.64936304092407,91.37295603752136,15.27640700340271,0,0,1973.5300000000,2309.1250000000,1644.0780000000,26.1990000000,22.4940000000,8.3140000000,21.9860000000,20.9330000000,9.4940000000,24.1150000000,19.7720000000,30.0900000000,23.2560000000,20.7760000000,139.0010000000,48509.1430000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,76683.1560000000,0.3460000000,0.3280000000,397.0910000000,733.5690000000,21790.5910000000,21720.8210000000,0.0100000000,54892.5530000000,86428471,86427438,29211,29220,84827314,84827305,84827296,84827305,0,0,1601157,1600133,0.4799798050,0.4799798050
1,lfw/Alex_Sink/Alex_Sink_0001.jpg,lfw/Alex_Sink/Alex_Sink_0003.jpg,True,True,0.5146604579625429,0.514660458,106.53884720802307,90.68417620658875,15.854671001434326,0,0,1970.0140000000,2295.3070000000,1634.6460000000,25.2560000000,22.8460000000,6.9290000000,20.8250000000,21.6600000000,9.8450000000,26.2280000000,19.8000000000,30.1730000000,27.0450000000,22.1480000000,159.5970000000,48348.4129999998,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,75953.3070000000,0.3450000000,0.3080000000,100.0370000000,783.7540000000,21223.7050000000,21155.4660000000,0.0090000000,54729.5930000000,86428471,86427438,29211,29220,84827314,84827314,84827305,84827305,0,0,1601157,1600124,0.5146604580,0.5146604580
2,lfw/Alex_Sink/Alex_Sink_0001.jpg,lfw/Douglas_Meester/Douglas_Meester_0001.jpg,False,False,0.8978609155348849,0.8978609155,108.05900406837463,91.6735188961029,16.38548517227173,0,0,1981.7190000000,2295.6830000000,1608.4940000000,27.4790000000,22.8100000000,10.2000000000,23.1060000000,21.5400000000,10.3100000000,23.4430000000,19.5330000000,30.1810000000,28.2390000000,22.1520000000,160.9300000000,48194.5920000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,76084.9900000000,0.3360000000,0.3050000000,31.4000000000,802.6620000000,21515.1930000000,21449.4130000000,0.0080000000,54569.7870000000,86428471,86427438,29211,29220,84827314,84827305,84827305,84827305,0,0,1601157,1600133,0.8978609155,0.8978609155
3,lfw/Alex_Sink/Alex_Sink_0001.jpg,lfw/Estelle_Morris/Estelle_Morris_0001.jpg,False,False,0.8752174651198603,0.8752174651,107.80968976020813,91.29037666320801,16.519313097000122,0,0,1987.3600000000,2295.9950000000,1636.3050000000,25.9990000000,22.3300000000,7.2740000000,23.8750000000,21.3250000000,11.2540000000,25.2630000000,19.7370000000,29.8650000000,24.8960000000,20.5830000000,155.4010000000,48050.6220000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,76125.5340000000,0.3720000000,0.3470000000,23.3300000000,806.7800000000,21680.2480000000,21614.9990000000,0.0080000000,54445.2770000000,86428462,86427438,29220,29220,84827305,84827305,84827305,84827305,0,0,1601157,1600133,0.8752174651,0.8752174651
0,lfw/Alexander_Downer/Alexander_Downer_0001.jpg,lfw/Alexander_Downer/Alexander_Downer_0002.jpg,True,True,0.5204728987719551,0.5204728988,108.7856924533844,92.19175839424133,16.593934059143066,0,0,1967.6130000000,2299.1920000000,1641.5070000000,25.0530000000,21.7450000000,8.0320000000,21.5390000000,20.3900000000,9.5590000000,24.7940000000,19.7100000000,32.8810000000,21.1270000000,20.2400000000,133.0590000000,48403.2800000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,76998.8070000000,0.3240000000,0.3140000000,23.5680000000,790.1920000000,22238.6110000000,22172.4620000000,0.0080000000,54760.1860000000,86428471,86427438,29211,29220,84827314,84827305,84827305,84827305,0,0,1601157,1600133,0.5204728988,0.5204728988
1,lfw/Alexander_Downer/Alexander_Downer_0001.jpg,lfw/Alexander_Downer/Alexander_Downer_0003.jpg,True,True,0.48322299520512735,0.4832229952,108.0494179725647,91.43658375740051,16.612834215164185,0,0,1982.8310000000,2295.4600000000,1634.8750000000,23.5170000000,22.3810000000,8.8830000000,23.6680000000,20.6130000000,9.7140000000,25.9210000000,19.5800000000,29.2910000000,23.8050000000,21.5250000000,146.2560000000,48102.2920000002,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,76119.2230000000,0.3430000000,0.3200000000,27.6960000000,798.9430000000,21645.3310000000,21578.4540000000,0.0090000000,54473.8820000000,86428462,86427438,29220,29220,84827305,84827305,84827296,84827305,0,0,1601157,1600133,0.4832229952,0.4832229952
2,lfw/Alexander_Downer/Alexander_Downer_0001.jpg,lfw/Alexander_Downer/Alexander_Downer_0004.jpg,True,True,0.471859912616301,0.4718599126,109.70007729530334,92.88816523551941,16.811912059783936,0,0,1977.2260000000,2302.1320000000,1636.8290000000,27.0030000000,22.9330000000,8.8890000000,23.5230000000,21.2030000000,10.7450000000,24.7410000000,19.7850000000,29.9530000000,24.2500000000,22.1390000000,138.2180000000,48739.4169999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,77426.6780000000,0.3170000000,0.2900000000,22.7430000000,834.4300000000,22311.9160000000,22245.5960000000,0.0090000000,55114.7500000000,86428471,86427438,29211,29220,84827314,84827305,84827305,84827305,0,0,1601157,1600133,0.4718599126,0.4718599126
3,lfw/Alexander_Downer/Alexander_Downer_0001.jpg,lfw/Ignacio_Antonio_Velasco/Ignacio_Antonio_Velasco_0001.jpg,False,False,0.7932358267702833,0.7932358268,108.30420160293579,91.59774422645569,16.706457376480103,0,0,1972.0960000000,2300.4090000000,1636.9870000000,24.9990000000,22.6930000000,7.0010000000,23.1000000000,21.9390000000,10.4020000000,25.2960000000,19.3560000000,29.5010000000,24.8330000000,20.4480000000,145.9380000000,48391.3950000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,76248.9040000000,0.3260000000,0.3290000000,30.1780000000,819.0450000000,21480.7580000000,21415.5620000000,0.0070000000,54768.1350000000,86428471,86427438,29211,29220,84827314,84827305,84827305,84827305,0,0,1601157,1600133,0.7932358268,0.7932358268
